type,system_code,system_term,system_defenition,system_display
ObservationCategoryCodes,imaging,Imaging,"Observations generated by imaging. The scope includes observations regarding plain x-ray, ultrasound, CT, MRI, angiography, echocardiography, and nuclear medicine.",http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,laboratory,Laboratory,"The results of observations generated by laboratories. Laboratory results are typically generated by laboratories providing analytic services in areas such as chemistry, hematology, serology, histology, cytology, anatomic pathology (including digital pathology), microbiology, and/or virology. These observations are based on analysis of specimens obtained from the patient and submitted to the laboratory.",http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,procedure,Procedure,"Observations generated by other procedures. This category includes observations resulting from interventional and non-interventional procedures excluding laboratory and imaging (e.g., cardiology catheterization, endoscopy, electrodiagnostics, etc.). Procedure results are typically generated by a clinician to provide more granular information about component observations made during a procedure. An example would be when a gastroenterologist reports the size of a polyp observed during a colonoscopy.",http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,survey,Survey,"Assessment tool/survey instrument observations (e.g., Apgar Scores, Montreal Cognitive Assessment (MoCA)).",http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,exam,Exam,Observations generated by physical exam findings including direct observations made by a clinician and use of simple instruments and the result of simple maneuvers performed directly on the patient's body.,http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,therapy,Therapy,"Observations generated by non-interventional treatment protocols (e.g. occupational, physical, radiation, nutritional and medication therapy)",http://terminology.hl7.org/CodeSystem/observation-category
ObservationCategoryCodes,activity,Activity,"Observations that measure or record any bodily activity that enhances or maintains physical fitness and overall health and wellness. Not under direct supervision of practitioner such as a physical therapist. (e.g., laps swum, steps, sleep data)",http://terminology.hl7.org/CodeSystem/observation-category
EncounterSpecialCourtesy,EXT,extended courtesy,,http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy
EncounterSpecialCourtesy,NRM,normal courtesy,,http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy
EncounterSpecialCourtesy,PRF,professional courtesy,,http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy
EncounterSpecialCourtesy,STF,staff,Courtesies extended to the staff of the entity providing service.,http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy
EncounterSpecialCourtesy,VIP,very important person,,http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy
MedicationDispensePerformerFunctionCodes,dataenterer,Data Enterer,Recorded the details of the request,http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function
MedicationDispensePerformerFunctionCodes,packager,Packager,Prepared the medication.,http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function
MedicationDispensePerformerFunctionCodes,checker,Checker,Performed initial quality assurance on the prepared medication,http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function
MedicationDispensePerformerFunctionCodes,finalchecker,Final Checker,"Performed the final quality assurance on the prepared medication against the request. Typically, this is a pharmacist function.",http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function
MedicationDispensePerformerFunctionCodes,counsellor,Counsellor,Provided the drug information to the patient at the time of dispensing.,http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function
GenderStatus,I,Intact,Reproductively intact,http://terminology.hl7.org/CodeSystem/v3-GenderStatus
GenderStatus,N,Neutered,Reproductively neutered,http://terminology.hl7.org/CodeSystem/v3-GenderStatus
AdmitSource,hosp-trans,Transferred from other hospital,The Patient has been transferred from another hospital for this encounter.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,emd,From accident/emergency department,The patient has been transferred from the emergency department within the hospital. This is typically used in the transition to an inpatient encounter,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,outp,From outpatient department,The patient has been transferred from an outpatient department within the hospital.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,born,Born in hospital,The patient is a newborn and the encounter will track the baby related activities (as opposed to the Mothers encounter - that may be associated using the newborn encounters partof property),http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,gp,General Practitioner referral,The patient has been admitted due to a referred from a General Practitioner.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,mp,Medical Practitioner/physician referral,The patient has been admitted due to a referred from a Specialist (as opposed to a General Practitioner).,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,nursing,From nursing home,The patient has been transferred from a nursing home.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,psych,From psychiatric hospital,The patient has been transferred from a psychiatric facility.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,rehab,From rehabilitation facility,The patient has been transferred from a rehabilitation facility or clinic.,http://terminology.hl7.org/CodeSystem/admit-source
AdmitSource,other,Other,The patient has been admitted from a source otherwise not specified here.,http://terminology.hl7.org/CodeSystem/admit-source
DiagnosticServiceSectionId,AU,Audiology,Audiology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,BG,Blood Gases,Blood Gases,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,BLB,Blood Bank,Blood Bank,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CG,Cytogenetics,Cytogenetics,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CUS,Cardiac Ultrasound,Cardiac Ultrasound,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CTH,Cardiac Catheterization,Cardiac Catheterization,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CT,CAT Scan,CAT Scan,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CH,Chemistry,Chemistry,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,CP,Cytopathology,Cytopathology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,EC,"Electrocardiac (e.g., EKG, EEC, Holter)","Electrocardiac (e.g., EKG, EEC, Holter)",http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,EN,"Electroneuro (EEG, EMG,EP,PSG)","Electroneuro (EEG, EMG,EP,PSG)",http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,GE,Genetics,Genetics,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,HM,Hematology,Hematology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,IMG,Diagnostic Imaging,Diagnostic Imaging,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,ICU,Bedside ICU Monitoring,Bedside ICU Monitoring,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,IMM,Immunology,Immunology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,LAB,Laboratory,Laboratory,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,MB,Microbiology,Microbiology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,MCB,Mycobacteriology,Mycobacteriology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,MYC,Mycology,Mycology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,NMS,Nuclear Medicine Scan,Nuclear Medicine Scan,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,NMR,Nuclear Magnetic Resonance,Nuclear Magnetic Resonance,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,NRS,Nursing Service Measures,Nursing Service Measures,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,OUS,OB Ultrasound,OB Ultrasound,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,OT,Occupational Therapy,Occupational Therapy,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,OTH,Other,Other,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,OSL,Outside Lab,Outside Lab,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PAR,Parasitology,Parasitology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PHR,Pharmacy,Pharmacy,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PAT,"Pathology (gross & histopath, not surgical)","Pathology (gross & histopath, not surgical)",http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PT,Physical Therapy,Physical Therapy,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PHY,"Physician (Hx. Dx, admission note, etc.)","Physician (Hx. Dx, admission note, etc.)",http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,PF,Pulmonary Function,Pulmonary Function,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,RAD,Radiology,Radiology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,RX,Radiograph,Radiograph,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,RUS,Radiology Ultrasound,Radiology Ultrasound,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,RC,Respiratory Care (therapy),Respiratory Care (therapy),http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,RT,Radiation Therapy,Radiation Therapy,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,SR,Serology,Serology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,SP,Surgical Pathology,Surgical Pathology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,TX,Toxicology,Toxicology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,VUS,Vascular Ultrasound,Vascular Ultrasound,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,VR,Virology,Virology,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,URN,Urinalysis,Urinalysis,http://terminology.hl7.org/CodeSystem/v2-0074
DiagnosticServiceSectionId,XRC,Cineradiograph,Cineradiograph,http://terminology.hl7.org/CodeSystem/v2-0074
ConditionCategoryCodes,problem-list-item,Problem List Item,"An item on a problem list that can be managed over time and can be expressed by a practitioner (e.g. physician, nurse), patient, or related person.",http://terminology.hl7.org/CodeSystem/condition-category
ConditionCategoryCodes,encounter-diagnosis,Encounter Diagnosis,A point in time diagnosis (e.g. from a physician or nurse) in context of an encounter.,http://terminology.hl7.org/CodeSystem/condition-category
IdentifierType,AC,Accreditation/Certification Identifier,"Identifier that has been assigned by an accreditation or certification organization in specific fields, indicating a recognized skill",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ACSN,Accession ID,Accession Identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,AIN,Animal Identification Number (US Official),A numbering system for the official identification of individual animals in the United States that provides a nationally unique identification number for each animal. The first two numbers on a tag are the numbers assigned to a specific State.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,AM,American Express,American Express,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,AMA,American Medical Association Number,A physician identifier assigned by the AMA.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,AN,Account number,Account An identifier that is unique to an account.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ANC,Account number Creditor,A more precise definition of an account number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,AND,Account number debitor,A more precise definition of an account number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ANON,Anonymous identifier,An identifier for a living subject whose real identity is protected or suppressed,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ANT,Temporary Account Number,Temporary version of an Account Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,APRN,Advanced Practice Registered Nurse number,An identifier that is unique to an advanced practice registered nurse within the jurisdiction of a certifying board,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ASID,Ancestor Specimen ID,A unique identifier for the ancestor specimen.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BA,Bank Account Number,Bank Account Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BC,Bank Card Number,An identifier that is unique to a person's bank card,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BCFN,Birth Certificate File Number,The identifier used within the jurisdictional vital records office file system as an auxiliary means of accessing the record associated with the birth certificate.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BCT,Birth Certificate,A number associated with a document identifying the event of a person's birth,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BR,Birth registry number,An identifier unique within the Assigning Authority that is the official legal record of a person's birth.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BRN,Breed Registry Number,Breed Registry Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,BSNR,Primary physician office number,Primary physician office number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,CAAI,Consumer Application Account Identifier,"An identifier for the consumer (e.g., patient, caregiver) for an application such as a portal or App.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,CC,Cost Center number,Cost Center number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,CONM,Change of Name Document,A number associated with a document identifying a person's legal change of name.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,CY,County number,County number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,CZ,Citizenship Card,A number assigned by a person's country of residence to identify a person's citizenship.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DC,Death Certificate ID,"The identifier assigned to a death certificate, and printed on the death certificate when issued by a jurisdictional vital records office",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DCFN,Death Certificate File Number,The identifier used within the jurisdictional vital records office file system as an auxiliary means of accessing the record associated with the death certificate.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DDS,Dentist license number,An identifier that is unique to a dentist within the jurisdiction of the licensing board,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DEA,Drug Enforcement Administration registration number,An identifier for an individual or organization relative to controlled substance regulation and transactions.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DFN,Drug Furnishing or prescriptive authority Number,An identifier issued to a health care provider authorizing the person to write drug orders,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DI,Diner's Club card,Diner's Club card,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DL,Driver's license number,Driver's license number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DN,Doctor number,Doctor number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DO,Osteopathic License number,An identifier that is unique to an osteopath within the jurisdiction of a licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DP,Diplomatic Passport,A number assigned to a diplomatic passport.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DPM,Podiatrist license number,An identifier that is unique to a podiatrist within the jurisdiction of the licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DR,Donor Registration Number,Donor Registration Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DS,Discover Card,Discover Card,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,DSG,Diagnostic Study Group,Unique Identifier that groups several orders that are to be performed together.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,EI,Employee number,A number that uniquely identifies an employee to an employer.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,EN,Employer number,Employer number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,ESN,Staff Enterprise Number,An identifier that is unique to a staff member within an enterprise (as identified by the Assigning Authority).,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,FDR,Fetal Death Report ID,"The identifier assigned to a fetal death report, and printed on the fetal death report when issued by a jurisdictional vital records office",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,FDRFN,Fetal Death Report File Number,The identifier used within the jurisdictional vital records office file system as an auxiliary means of accessing the record associated with the fetal death report certificate.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,FGN,Filler Group Number,Unique identifier assigned to a group of orders by the filler application.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,FI,Facility ID,Facility ID,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,FILL,Filler Identifier,"An identifier for a request where the identifier is issued by the person, or service, that produces the observations or fulfills the request.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,GI,Guarantor internal identifier,Guarantor internal identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,GIN,Animal Group Identifier (US Official),Identifier that can be used to unambiguously describe a specific group of animals.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,GL,General ledger number,General ledger number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,GN,Guarantor external identifier,Guarantor external identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,HC,Health Card Number,Health Card Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,IND,Indigenous/Aboriginal,A number assigned to a member of an indigenous or aboriginal group outside of Canada.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,IRISTEM,An IRI stem,"An IRI string that can be prepended to the code to obtain a concept IRI for RDF applications. This should be a valid, absolute IRI as defined in RFC 3987. See https://hl7.org/fhir/rdf.html#iri-stem for details on how this value may be used.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,JHN,Jurisdictional health number,Jurisdictional health number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,LACSN,Laboratory Accession ID,A laboratory accession id is used in the laboratory domain.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,LANR,Lifelong physician number,Lifelong physician number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,LI,Labor and industries number,Labor and industries number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,L&I,Labor and industries number,Labor and industries number. Note that this was introduced erroneously (with an ampersand in the code value) many years ago.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,LN,License number,License number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,LR,Local Registry ID,Local Registry ID,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MA,Patient Medicaid number,Patient Medicaid number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MB,Member Number,"An identifier for the insured of an insurance policy (this insured always has a subscriber), usually assigned by the insurance carrier.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MC,Patient's Medicare number,Patient's Medicare number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MCD,Practitioner Medicaid number,Practitioner Medicaid number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MCN,Microchip Number,Microchip Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MCR,Practitioner Medicare number,Practitioner Medicare number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MCT,Marriage Certificate,A number associated with a document identifying the event of a person's marriage.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MD,Medical License number,An identifier that is unique to a medical doctor within the jurisdiction of a licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MI,Military ID number,"A number assigned to an individual who has had military duty, but is not currently on active duty. The number is assigned by the DOD or Veterans' Affairs (VA).",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MR,Medical record number,"An identifier that is unique to a patient within a set of medical records, not necessarily unique within an application.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MRT,Temporary Medical Record Number,Temporary version of a Medical Record Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,MS,MasterCard,MasterCard,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NBSNR,Secondary physician office number,Secondary physician office number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NCT,Naturalization Certificate,A number associated with a document identifying a person's retention of citizenship in a particular country.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NE,National employer identifier,National employer identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NH,National Health Plan Identifier,National Health Plan Identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NI,National unique individual identifier,National unique individual identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NII,National Insurance Organization Identifier,National Insurance Organization Identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NIIP,National Insurance Payor Identifier (Payor),National Insurance Payor Identifier (Payor),http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NNxxx,National Person Identifier where the xxx is the ISO table 3166 3-character (alphabetic) country code,National Person Identifier where the xxx is the ISO table 3166 3-character (alphabetic) country code,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NP,Nurse practitioner number,An identifier that is unique to a nurse practitioner within the jurisdiction of a certifying board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,NPI,National provider identifier,National provider identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,OBI,Observation Instance Identifier,Unique and persistent identifier for an observation instance,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,OD,Optometrist license number,A number that is unique to an individual optometrist within the jurisdiction of the licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PA,Physician Assistant number,An identifier that is unique to a physician assistant within the jurisdiction of a licensing board,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PC,Parole Card,A number identifying a person on parole.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PCN,Penitentiary/correctional institution Number,A number assigned to individual who is incarcerated.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PE,Living Subject Enterprise Number,An identifier that is unique to a living subject within an enterprise (as identified by the Assigning Authority).,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PEN,Pension Number,Pension Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PGN,Placer Group Number,Unique identifier assigned to a group of orders by the placer application.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PHC,Public Health Case Identifier,Identifier assigned to a person during a case investigation as part of a public health event,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PHE,Public Health Event Identifier,Identifier assigned to an event of interest to public health,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PHO,Public Health Official ID,"An identifier for a person working at a public health agency (PHA), assigned or issued by the agency",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PI,Patient internal identifier,A number that is unique to a patient within an Assigning Authority.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PIN,Premises Identifier Number (US Official),Identifier that uniquely identifies a geographic location in the US.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PLAC,Placer Identifier,An identifier for a request where the identifier is issued by the person or service making the request.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PN,Person number,A number that is unique to a living subject within an Assigning Authority.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PNT,Temporary Living Subject Number,Temporary version of a Living Subject Number.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PPIN,Medicare/CMS Performing Provider Identification Number,Medicare/CMS Performing Provider Identification Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PPN,Passport number,A unique number assigned to the document affirming that a person is a citizen of the country.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PRC,Permanent Resident Card Number,Permanent Resident Card Number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PRN,Provider number,"A number that is unique to an individual provider, a provider group or an organization within an Assigning Authority.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,PT,Patient external identifier,Patient external identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,QA,QA number,QA number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RI,Resource identifier,A generalized resource identifier.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RN,Registered Nurse Number,An identifier that is unique to a registered nurse within the jurisdiction of the licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RPH,Pharmacist license number,An identifier that is unique to a pharmacist within the jurisdiction of the licensing board.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RR,Railroad Retirement number,"An identifier for an individual enrolled with the Railroad Retirement Administration. Analogous to, but distinct from, a Social Security Number",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RRI,Regional registry ID,Regional registry ID,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,RRP,Railroad Retirement Provider,Railroad Retirement Provider,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SAMN,SAMN# accession Number,The accession number for the BioSample data repository at the National Center for Biotechnology Information (NCBI),http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SB,Social Beneficiary Identifier,An identifier issued by a governmental organization to a person to identify the person should they apply for or receive social services and/or benefits,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SID,Specimen ID,Identifier for a specimen.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SL,State license,State license,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SN,Subscriber Number,"An identifier for a subscriber of an insurance policy which is unique for, and usually assigned by, the insurance carrier.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SNBSN,State assigned NDBS card Identifier,The identifier on a Newborn Screening Dried Bloodspot (NDBS) card that is assigned by the state which provided the sample collection cards and to whom this information must be reported,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SNO,Serial Number,"An identifier affixed to an item by the manufacturer when it is first made, where each item has a different identifier.",http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SP,Study Permit,A number associated with a permit identifying a person who is a resident of a jurisdiction for the purpose of education.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SR,State registry ID,State registry ID,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SRX,SRA Accession number,The accession number generated by the Sequence Read Archive (SRA) at the National Center for Biotechnology Information (NCBI) when sequence data are uploaded to NCBI.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,SS,Social Security number,Social Security number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,STN,Shipment Tracking Number,Identifier assigned to a package being shipped,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,TAX,Tax ID number,Tax ID number,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,TN,Treaty Number/ (Canada),A number assigned to a member of an indigenous group in Canada.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,TPR,Temporary Permanent Resident (Canada),A number associated with a document identifying a person's temporary permanent resident status.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,TRL,Training License Number,The license number used during training.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,U,Unspecified identifier,Unspecified identifier,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,UDI,Universal Device Identifier,An identifier assigned to a device using the Unique Device Identification framework as defined by IMDRF (http://imdrf.org).,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,UPIN,Medicare/CMS (formerly HCFA)'s Universal Physician Identification numbers,An identifier for a provider within the CMS/Medicare program. A globally unique identifier for the provider in the Medicare program.,http://terminology.hl7.org/CodeSystem/v2-0203
IdentifierType,USID,Unique Specimen ID,A unique identifier for a specimen.,http://terminology.hl7.org/CodeSystem/v2-0203
